name,survived,female,age,sibsp,parch,pclass,ticket,fare,cabin,embarked,boat,body,home_dest
"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",0,1,26,1,0,Third,A/5. 3336,16.1000,,S,,,
"Lockyer, Mr. Edward",0,0,,0,0,Third,1222,7.8792,,S,,153,
"Long, Mr. Milton Clyde",0,0,29,0,0,First,113501,30.0000,D6,S,,126,"Springfield, MA"
"Longley, Miss. Gretchen Fiske",1,1,21,0,0,First,13502,77.9583,D9,S,10,,"Hudson, NY"
"Loring, Mr. Joseph Holland",0,0,30,0,0,First,113801,45.5000,,S,,,"London / New York, NY"
"Louch, Mr. Charles Alexander",0,0,50,1,0,Second,SC/AH 3085,26.0000,,S,,121,"Weston-Super-Mare, Somerset"
"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",1,1,42,1,0,Second,SC/AH 3085,26.0000,,S,,,"Weston-Super-Mare, Somerset"
"Lovell, Mr. John Hall (""Henry"")",0,0,20.5,0,0,Third,A/5 21173,7.2500,,S,,,
"Lulic, Mr. Nikola",1,0,27,0,0,Third,315098,8.6625,,S,15,,
"Lundahl, Mr. Johan Svensson",0,0,51,0,0,Third,347743,7.0542,,S,,,
"Lundin, Miss. Olga Elida",1,1,23,0,0,Third,347469,7.8542,,S,10,,
"Lundstrom, Mr. Thure Edvin",1,0,32,0,0,Third,350403,7.5792,,S,15,,
"Lurette, Miss. Elise",1,1,58,0,0,First,PC 17569,146.5208,B80,C,,,
"Lyntakoff, Mr. Stanko",0,0,,0,0,Third,349235,7.8958,,S,,,
"Mack, Mrs. (Mary)",0,1,57,0,0,Second,S.O./P.P. 3,10.5000,E77,S,,52,"Southampton / New York, NY"
"MacKay, Mr. George William",0,0,,0,0,Third,C.A. 42795,7.5500,,S,,,
"Madigan, Miss. Margaret ""Maggie""",1,1,,0,0,Third,370370,7.7500,,Q,15,,
"Madill, Miss. Georgette Alexandra",1,1,15,0,1,First,24160,211.3375,B5,S,2,,"St Louis, MO"
"Madsen, Mr. Fridtjof Arne",1,0,24,0,0,Third,C 17369,7.1417,,S,13,,
"Maenpaa, Mr. Matti Alexanteri",0,0,22,0,0,Third,STON/O 2. 3101275,7.1250,,S,,,
"Maguire, Mr. John Edward",0,0,30,0,0,First,110469,26.0000,C106,S,,,"Brockton, MA"
"Mahon, Miss. Bridget Delia",0,1,,0,0,Third,330924,7.8792,,Q,,,
"Mahon, Mr. John",0,0,,0,0,Third,AQ/4 3130,7.7500,,Q,,,
"Maioni, Miss. Roberta",1,1,16,0,0,First,110152,86.5000,B79,S,8,,
"Maisner, Mr. Simon",0,0,,0,0,Third,A/S 2816,8.0500,,S,,,
"Makinen, Mr. Kalle Edvard",0,0,29,0,0,Third,STON/O 2. 3101268,7.9250,,S,,,
"Malachard, Mr. Noel",0,0,,0,0,Second,237735,15.0458,D,C,,,Paris
"Mallet, Master. Andre",1,0,1,0,2,Second,S.C./PARIS 2079,37.0042,,C,10,,"Paris / Montreal, PQ"
"Mallet, Mr. Albert",0,0,31,1,1,Second,S.C./PARIS 2079,37.0042,,C,,,"Paris / Montreal, PQ"
"Mallet, Mrs. Albert (Antoinette Magnin)",1,1,24,1,1,Second,S.C./PARIS 2079,37.0042,,C,10,,"Paris / Montreal, PQ"
"Mamee, Mr. Hanna",1,0,,0,0,Third,2677,7.2292,,C,15,,
"Mangan, Miss. Mary",0,1,30.5,0,0,Third,364850,7.7500,,Q,,61,
"Mangiavacchi, Mr. Serafino Emilio",0,0,,0,0,Second,SC/A.3 2861,15.5792,,C,,,"New York, NY"
"Mannion, Miss. Margareth",1,1,,0,0,Third,36866,7.7375,,Q,16,,
"Mardirosian, Mr. Sarkis",0,0,,0,0,Third,2655,7.2292,F E46,C,,,
"Marechal, Mr. Pierre",1,0,,0,0,First,11774,29.7000,C47,C,7,,"Paris, France"
"Markoff, Mr. Marin",0,0,35,0,0,Third,349213,7.8958,,C,,,
"Markun, Mr. Johann",0,0,33,0,0,Third,349257,7.8958,,S,,,
"Marvin, Mr. Daniel Warner",0,0,19,1,0,First,113773,53.1000,D30,S,,,"New York, NY"
"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",1,1,18,1,0,First,113773,53.1000,D30,S,10,,"New York, NY"
"Masselmani, Mrs. Fatima",1,1,,0,0,Third,2649,7.2250,,C,C,,
"Matinoff, Mr. Nicola",0,0,,0,0,Third,349255,7.8958,,C,,,
"Matthews, Mr. William John",0,0,30,0,0,Second,28228,13.0000,,S,,,"St Austall, Cornwall"
"Maybery, Mr. Frank Hubert",0,0,40,0,0,Second,239059,16.0000,,S,,,"Weston-Super-Mare / Moose Jaw, SK"
"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,1,24,0,0,First,PC 17482,49.5042,C90,C,6,,"Belgium / Montreal, PQ"
"McCaffry, Mr. Thomas Francis",0,0,46,0,0,First,13050,75.2417,C6,C,,292,"Vancouver, BC"
"McCarthy, Miss. Catherine ""Katie""",1,1,,0,0,Third,383123,7.7500,,Q,15 16,,
"McCarthy, Mr. Timothy J",0,0,54,0,0,First,17463,51.8625,E46,S,,175,"Dorchester, MA"
"McCormack, Mr. Thomas Joseph",1,0,,0,0,Third,367228,7.7500,,Q,,,
"McCoy, Miss. Agnes",1,1,,2,0,Third,367226,23.2500,,Q,16,,
"McCoy, Miss. Alicia",1,1,,2,0,Third,367226,23.2500,,Q,16,,
"McCoy, Mr. Bernard",1,0,,2,0,Third,367226,23.2500,,Q,16,,
"McCrae, Mr. Arthur Gordon",0,0,32,0,0,Second,237216,13.5000,,S,,209,"Sydney, Australia"
"McCrie, Mr. James Matthew",0,0,30,0,0,Second,233478,13.0000,,S,,,"Sarnia, ON"
"McDermott, Miss. Brigdet Delia",1,1,,0,0,Third,330932,7.7875,,Q,13,,
"McEvoy, Mr. Michael",0,0,,0,0,Third,36568,15.5000,,Q,,,
"McGough, Mr. James Robert",1,0,36,0,0,First,PC 17473,26.2875,E25,S,7,,"Philadelphia, PA"
"McGovern, Miss. Mary",1,1,,0,0,Third,330931,7.8792,,Q,13,,
"McGowan, Miss. Anna ""Annie""",1,1,15,0,0,Third,330923,8.0292,,Q,,,
"McGowan, Miss. Katherine",0,1,35,0,0,Third,9232,7.7500,,Q,,,
"McKane, Mr. Peter David",0,0,46,0,0,Second,28403,26.0000,,S,,,"Rochester, NY"
"McMahon, Mr. Martin",0,0,,0,0,Third,370372,7.7500,,Q,,,
"McNamee, Mr. Neal",0,0,24,1,0,Third,376566,16.1000,,S,,,
"McNamee, Mrs. Neal (Eileen O'Leary)",0,1,19,1,0,Third,376566,16.1000,,S,,53,
"McNeill, Miss. Bridget",0,1,,0,0,Third,370368,7.7500,,Q,,,
"Meanwell, Miss. (Marion Ogden)",0,1,,0,0,Third,SOTON/O.Q. 392087,8.0500,,S,,,
"Meek, Mrs. Thomas (Annie Louise Rowley)",0,1,,0,0,Third,343095,8.0500,,S,,,
"Mellinger, Miss. Madeleine Violet",1,1,13,0,1,Second,250644,19.5000,,S,14,,"England / Bennington, VT"
"Mellinger, Mrs. (Elizabeth Anne Maidment)",1,1,41,0,1,Second,250644,19.5000,,S,14,,"England / Bennington, VT"
"Mellors, Mr. William John",1,0,19,0,0,Second,SW/PP 751,10.5000,,S,B,,"Chelsea, London"
"Meo, Mr. Alfonzo",0,0,55.5,0,0,Third,A.5. 11206,8.0500,,S,,201,
"Mernagh, Mr. Robert",0,0,,0,0,Third,368703,7.7500,,Q,,,
"Meyer, Mr. August",0,0,39,0,0,Second,248723,13.0000,,S,,,"Harrow-on-the-Hill, Middlesex"
"Meyer, Mr. Edgar Joseph",0,0,28,1,0,First,PC 17604,82.1708,,C,,,"New York, NY"
"Meyer, Mrs. Edgar Joseph (Leila Saks)",1,1,,1,0,First,PC 17604,82.1708,,C,6,,"New York, NY"
"Midtsjo, Mr. Karl Albert",1,0,21,0,0,Third,345501,7.7750,,S,15,,
"Miles, Mr. Frank",0,0,,0,0,Third,359306,8.0500,,S,,,
"Millet, Mr. Francis Davis",0,0,65,0,0,First,13509,26.5500,E38,S,,249,"East Bridgewater, MA"
"Milling, Mr. Jacob Christian",0,0,48,0,0,Second,234360,13.0000,,S,,271,"Copenhagen, Denmark"
"Minahan, Dr. William Edward",0,0,44,2,0,First,19928,90.0000,C78,Q,,230,"Fond du Lac, WI"
"Minahan, Miss. Daisy E",1,1,33,1,0,First,19928,90.0000,C78,Q,14,,"Green Bay, WI"
"Minahan, Mrs. William Edward (Lillian E Thorpe)",1,1,37,1,0,First,19928,90.0000,C78,Q,14,,"Fond du Lac, WI"
"Mineff, Mr. Ivan",0,0,24,0,0,Third,349233,7.8958,,S,,,
"Minkoff, Mr. Lazar",0,0,21,0,0,Third,349211,7.8958,,S,,,
"Mionoff, Mr. Stoytcho",0,0,28,0,0,Third,349207,7.8958,,S,,,
"Mitchell, Mr. Henry Michael",0,0,70,0,0,Second,C.A. 24580,10.5000,,S,,,"Guernsey / Montclair, NJ and/or Toledo, Ohio"
"Mitkoff, Mr. Mito",0,0,,0,0,Third,349221,7.8958,,S,,,
"Mock, Mr. Philipp Edmund",1,0,30,1,0,First,13236,57.7500,C78,C,11,,"New York, NY"
"Mockler, Miss. Helen Mary ""Ellie""",1,1,,0,0,Third,330980,7.8792,,Q,16,,
"Moen, Mr. Sigurd Hansen",0,0,25,0,0,Third,348123,7.6500,F G73,S,,309,
"Molson, Mr. Harry Markland",0,0,55,0,0,First,113787,30.5000,C30,S,,,"Montreal, PQ"
"Montvila, Rev. Juozas",0,0,27,0,0,Second,211536,13.0000,,S,,,"Worcester, MA"
"Moor, Master. Meier",1,0,6,0,1,Third,392096,12.4750,E121,S,14,,
"Moor, Mrs. (Beila)",1,1,27,0,1,Third,392096,12.4750,E121,S,14,,
"Moore, Mr. Clarence Bloomfield",0,0,47,0,0,First,113796,42.4000,,S,,,"Washington, DC"
"Moore, Mr. Leonard Charles",0,0,,0,0,Third,A4. 54510,8.0500,,S,,,
"Moran, Miss. Bertha",1,1,,1,0,Third,371110,24.1500,,Q,16,,
"Moran, Mr. Daniel J",0,0,,1,0,Third,371110,24.1500,,Q,,,
"Moran, Mr. James",0,0,,0,0,Third,330877,8.4583,,Q,,,
"Moraweck, Dr. Ernest",0,0,54,0,0,Second,29011,14.0000,,S,,,"Frankfort, KY"
"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,0,39,0,0,Second,250655,26.0000,,S,,,
"Morley, Mr. William",0,0,34,0,0,Third,364506,8.0500,,S,,,
"Morrow, Mr. Thomas Rowan",0,0,,0,0,Third,372622,7.7500,,Q,,,
"Moss, Mr. Albert Johan",1,0,,0,0,Third,312991,7.7750,,S,B,,
"Moubarek, Master. Gerios",1,0,,1,1,Third,2661,15.2458,,C,C,,
"Moubarek, Master. Halim Gonios (""William George"")",1,0,,1,1,Third,2661,15.2458,,C,C,,
"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",1,1,,0,2,Third,2661,15.2458,,C,C,,
"Moussa, Mrs. (Mantoura Boulos)",1,1,,0,0,Third,2626,7.2292,,C,,,
"Moutal, Mr. Rahamin Haim",0,0,,0,0,Third,374746,8.0500,,S,,,
"Mudd, Mr. Thomas Charles",0,0,16,0,0,Second,S.O./P.P. 3,10.5000,,S,,,"Halesworth, England"
"Mullens, Miss. Katherine ""Katie""",1,1,,0,0,Third,35852,7.7333,,Q,16,,
"Mulvihill, Miss. Bertha E",1,1,24,0,0,Third,382653,7.7500,,Q,15,,
"Murdlin, Mr. Joseph",0,0,,0,0,Third,A./5. 3235,8.0500,,S,,,
"Murphy, Miss. Katherine ""Kate""",1,1,,1,0,Third,367230,15.5000,,Q,16,,
"Murphy, Miss. Margaret Jane",1,1,,1,0,Third,367230,15.5000,,Q,16,,
"Murphy, Miss. Nora",1,1,,0,0,Third,36568,15.5000,,Q,16,,
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0,0,18,0,0,Third,347078,7.7500,,S,,,
"Myles, Mr. Thomas Francis",0,0,62,0,0,Second,240276,9.6875,,Q,,,"Cambridge, MA"
"Naidenoff, Mr. Penko",0,0,22,0,0,Third,349206,7.8958,,S,,,
"Najib, Miss. Adele Kiamie ""Jane""",1,1,15,0,0,Third,2667,7.2250,,C,C,,
"Nakid, Miss. Maria (""Mary"")",1,1,1,0,2,Third,2653,15.7417,,C,C,,
"Nakid, Mr. Sahid",1,0,20,1,1,Third,2653,15.7417,,C,C,,
"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",1,1,19,1,1,Third,2653,15.7417,,C,C,,
"Nancarrow, Mr. William Henry",0,0,33,0,0,Third,A./5. 3338,8.0500,,S,,,
"Nankoff, Mr. Minko",0,0,,0,0,Third,349218,7.8958,,S,,,
"Nasr, Mr. Mustafa",0,0,,0,0,Third,2652,7.2292,,C,,,
"Nasser, Mr. Nicholas",0,0,32.5,1,0,Second,237736,30.0708,,C,,43,"New York, NY"
"Nasser, Mrs. Nicholas (Adele Achem)",1,1,14,1,0,Second,237736,30.0708,,C,,,"New York, NY"
"Natsch, Mr. Charles H",0,0,37,0,1,First,PC 17596,29.7000,C118,C,,,"Brooklyn, NY"
"Naughton, Miss. Hannah",0,1,,0,0,Third,365237,7.7500,,Q,,,
"Navratil, Master. Edmond Roger",1,0,2,1,1,Second,230080,26.0000,F2,S,D,,"Nice, France"
"Navratil, Master. Michel M",1,0,3,1,1,Second,230080,26.0000,F2,S,D,,"Nice, France"
"Navratil, Mr. Michel (""Louis M Hoffman"")",0,0,36.5,0,2,Second,230080,26.0000,F2,S,,15,"Nice, France"
"Nenkoff, Mr. Christo",0,0,,0,0,Third,349234,7.8958,,S,,,
"Nesson, Mr. Israel",0,0,26,0,0,Second,244368,13.0000,F2,S,,,"Boston, MA"
"Newell, Miss. Madeleine",1,1,31,1,0,First,35273,113.2750,D36,C,6,,"Lexington, MA"
"Newell, Miss. Marjorie",1,1,23,1,0,First,35273,113.2750,D36,C,6,,"Lexington, MA"
"Newell, Mr. Arthur Webster",0,0,58,0,2,First,35273,113.2750,D48,C,,122,"Lexington, MA"
"Newsom, Miss. Helen Monypeny",1,1,19,0,2,First,11752,26.2833,D47,S,5,,"New York, NY"
"Nicholls, Mr. Joseph Charles",0,0,19,1,1,Second,C.A. 33112,36.7500,,S,,101,"Cornwall / Hancock, MI"
"Nicholson, Mr. Arthur Ernest",0,0,64,0,0,First,693,26.0000,,S,,263,"Isle of Wight, England"
"Nicola-Yarred, Master. Elias",1,0,12,1,0,Third,2651,11.2417,,C,C,,
"Nicola-Yarred, Miss. Jamila",1,1,14,1,0,Third,2651,11.2417,,C,C,,
"Nieminen, Miss. Manta Josefina",0,1,29,0,0,Third,3101297,7.9250,,S,,,
"Niklasson, Mr. Samuel",0,0,28,0,0,Third,363611,8.0500,,S,,,
"Nilsson, Miss. Berta Olivia",1,1,18,0,0,Third,347066,7.7750,,S,D,,
"Nilsson, Miss. Helmina Josefina",1,1,26,0,0,Third,347470,7.8542,,S,13,,
"Nilsson, Mr. August Ferdinand",0,0,21,0,0,Third,350410,7.8542,,S,,,
"Nirva, Mr. Iisakki Antino Aijo",0,0,41,0,0,Third,SOTON/O2 3101272,7.1250,,S,,,"Finland / Sudbury, ON"
"Niskanen, Mr. Juha",1,0,39,0,0,Third,STON/O 2. 3101289,7.9250,,S,9,,
"Norman, Mr. Robert Douglas",0,0,28,0,0,Second,218629,13.5000,,S,,287,Glasgow
"Nosworthy, Mr. Richard Cater",0,0,21,0,0,Third,A/4. 39886,7.8000,,S,,,
"Nourney, Mr. Alfred (""Baron von Drachstedt"")",1,0,20,0,0,Second,SC/PARIS 2166,13.8625,D38,C,7,,"Cologne, Germany"
"Novel, Mr. Mansouer",0,0,28.5,0,0,Third,2697,7.2292,,C,,181,
"Nye, Mrs. (Elizabeth Ramell)",1,1,29,0,0,Second,C.A. 29395,10.5000,F33,S,11,,"Folkstone, Kent / New York, NY"
"Nysten, Miss. Anna Sofia",1,1,22,0,0,Third,347081,7.7500,,S,13,,
"Nysveen, Mr. Johan Hansen",0,0,61,0,0,Third,345364,6.2375,,S,,,
"O'Brien, Mr. Thomas",0,0,,1,0,Third,370365,15.5000,,Q,,,
"O'Brien, Mr. Timothy",0,0,,0,0,Third,330979,7.8292,,Q,,,
"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",1,1,,1,0,Third,370365,15.5000,,Q,,,
"O'Connell, Mr. Patrick D",0,0,,0,0,Third,334912,7.7333,,Q,,,
"O'Connor, Mr. Maurice",0,0,,0,0,Third,371060,7.7500,,Q,,,
"O'Connor, Mr. Patrick",0,0,,0,0,Third,366713,7.7500,,Q,,,
"O'Donoghue, Ms. Bridget",0,1,,0,0,Third,364856,7.7500,,Q,,,
"O'Driscoll, Miss. Bridget",1,1,,0,0,Third,14311,7.7500,,Q,D,,
"O'Dwyer, Miss. Ellen ""Nellie""",1,1,,0,0,Third,330959,7.8792,,Q,,,
"O'Keefe, Mr. Patrick",1,0,,0,0,Third,368402,7.7500,,Q,B,,
"O'Leary, Miss. Hanora ""Norah""",1,1,,0,0,Third,330919,7.8292,,Q,13,,
"O'Sullivan, Miss. Bridget Mary",0,1,,0,0,Third,330909,7.6292,,Q,,,
"Odahl, Mr. Nils Martin",0,0,23,0,0,Third,7267,9.2250,,S,,,
"Ohman, Miss. Velin",1,1,22,0,0,Third,347085,7.7750,,S,C,,
"Oliva y Ocana, Dona. Fermina",1,1,39,0,0,First,PC 17758,108.9000,C105,C,8,,
"Olsen, Master. Artur Karl",1,0,9,0,1,Third,C 17368,3.1708,,S,13,,
"Olsen, Mr. Henry Margido",0,0,28,0,0,Third,C 4001,22.5250,,S,,173,
"Olsen, Mr. Karl Siegwart Andreas",0,0,42,0,1,Third,4579,8.4042,,S,,,
"Olsen, Mr. Ole Martin",0,0,,0,0,Third,Fa 265302,7.3125,,S,,,
"Olsson, Miss. Elina",0,1,31,0,0,Third,350407,7.8542,,S,,,
"Olsson, Mr. Nils Johan Goransson",0,0,28,0,0,Third,347464,7.8542,,S,,,
"Olsson, Mr. Oscar Wilhelm",1,0,32,0,0,Third,347079,7.7750,,S,A,,
"Olsvigen, Mr. Thor Anderson",0,0,20,0,0,Third,6563,9.2250,,S,,89,"Oslo, Norway / Cameron, WI"
"Omont, Mr. Alfred Fernand",1,0,,0,0,First,F.C. 12998,25.7417,,C,7,,"Paris, France"
"Oreskovic, Miss. Jelka",0,1,23,0,0,Third,315085,8.6625,,S,,,
"Oreskovic, Miss. Marija",0,1,20,0,0,Third,315096,8.6625,,S,,,
"Oreskovic, Mr. Luka",0,0,20,0,0,Third,315094,8.6625,,S,,,
"Osen, Mr. Olaf Elon",0,0,16,0,0,Third,7534,9.2167,,S,,,
"Osman, Mrs. Mara",1,1,31,0,0,Third,349244,8.6833,,S,,,
"Ostby, Miss. Helene Ragnhild",1,1,22,0,1,First,113509,61.9792,B36,C,5,,"Providence, RI"
"Ostby, Mr. Engelhart Cornelius",0,0,65,0,1,First,113509,61.9792,B30,C,,234,"Providence, RI"
"Otter, Mr. Richard",0,0,39,0,0,Second,28213,13.0000,,S,,,"Middleburg Heights, OH"
"Ovies y Rodriguez, Mr. Servando",0,0,28.5,0,0,First,PC 17562,27.7208,D43,C,,189,"?Havana, Cuba"
"Oxenham, Mr. Percy Thomas",1,0,22,0,0,Second,W./C. 14260,10.5000,,S,13,,"Pondersend, England / New Durham, NJ"
"Padro y Manent, Mr. Julian",1,0,,0,0,Second,SC/PARIS 2146,13.8625,,C,9,,"Spain / Havana, Cuba"
"Pain, Dr. Alfred",0,0,23,0,0,Second,244278,10.5000,,S,,,"Hamilton, ON"
"Pallas y Castello, Mr. Emilio",1,0,29,0,0,Second,SC/PARIS 2147,13.8583,,C,9,,"Spain / Havana, Cuba"
"Palsson, Master. Gosta Leonard",0,0,2,3,1,Third,349909,21.0750,,S,,4,
"Palsson, Master. Paul Folke",0,0,6,3,1,Third,349909,21.0750,,S,,,
"Palsson, Miss. Stina Viola",0,1,3,3,1,Third,349909,21.0750,,S,,,
"Palsson, Miss. Torborg Danira",0,1,8,3,1,Third,349909,21.0750,,S,,,
"Palsson, Mrs. Nils (Alma Cornelia Berglund)",0,1,29,0,4,Third,349909,21.0750,,S,,206,
"Panula, Master. Eino Viljami",0,0,1,4,1,Third,3101295,39.6875,,S,,,
"Panula, Master. Juha Niilo",0,0,7,4,1,Third,3101295,39.6875,,S,,,
"Panula, Master. Urho Abraham",0,0,2,4,1,Third,3101295,39.6875,,S,,,
"Panula, Mr. Ernesti Arvid",0,0,16,4,1,Third,3101295,39.6875,,S,,,
"Panula, Mr. Jaako Arnold",0,0,14,4,1,Third,3101295,39.6875,,S,,,
"Panula, Mrs. Juha (Maria Emilia Ojala)",0,1,41,0,5,Third,3101295,39.6875,,S,,,
"Parker, Mr. Clifford Richard",0,0,28,0,0,Second,SC 14888,10.5000,,S,,,"St Andrews, Guernsey"
"Parkes, Mr. Francis ""Frank""",0,0,,0,0,Second,239853,0.0000,,S,,,Belfast
"Parr, Mr. William Henry Marsh",0,0,,0,0,First,112052,0.0000,,S,,,Belfast
"Parrish, Mrs. (Lutie Davis)",1,1,50,0,1,Second,230433,26.0000,,S,12,,"Woodford County, KY"
"Partner, Mr. Austen",0,0,45.5,0,0,First,113043,28.5000,C124,S,,166,"Surbiton Hill, Surrey"
"Pasic, Mr. Jakob",0,0,21,0,0,Third,315097,8.6625,,S,,,
"Patchett, Mr. George",0,0,19,0,0,Third,358585,14.5000,,S,,,
"Paulner, Mr. Uscher",0,0,,0,0,Third,3411,8.7125,,C,,,
"Pavlovic, Mr. Stefo",0,0,32,0,0,Third,349242,7.8958,,S,,,
"Payne, Mr. Vivian Ponsonby",0,0,23,0,0,First,12749,93.5000,B24,S,,,"Montreal, PQ"
"Peacock, Master. Alfred Edward",0,0,0.75,1,1,Third,SOTON/O.Q. 3101315,13.7750,,S,,,
"Peacock, Miss. Treasteall",0,1,3,1,1,Third,SOTON/O.Q. 3101315,13.7750,,S,,,
"Peacock, Mrs. Benjamin (Edith Nile)",0,1,26,0,2,Third,SOTON/O.Q. 3101315,13.7750,,S,,,
"Pearce, Mr. Ernest",0,0,,0,0,Third,343271,7.0000,,S,,,
"Pears, Mr. Thomas Clinton",0,0,29,1,0,First,113776,66.6000,C2,S,,,"Isleworth, England"
"Pears, Mrs. Thomas (Edith Wearne)",1,1,22,1,0,First,113776,66.6000,C2,S,8,,"Isleworth, England"
"Pedersen, Mr. Olaf",0,0,,0,0,Third,345498,7.7750,,S,,,
"Peduzzi, Mr. Joseph",0,0,,0,0,Third,A/5 2817,8.0500,,S,,,
"Pekoniemi, Mr. Edvard",0,0,21,0,0,Third,STON/O 2. 3101294,7.9250,,S,,,
"Peltomaki, Mr. Nikolai Johannes",0,0,25,0,0,Third,STON/O 2. 3101291,7.9250,,S,,,
"Penasco y Castellana, Mr. Victor de Satode",0,0,18,1,0,First,PC 17758,108.9000,C65,C,,,"Madrid, Spain"
"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",1,1,17,1,0,First,PC 17758,108.9000,C65,C,8,,"Madrid, Spain"
"Pengelly, Mr. Frederick William",0,0,19,0,0,Second,28665,10.5000,,S,,,"Gunnislake, England / Butte, MT"
"Perkin, Mr. John Henry",0,0,22,0,0,Third,A/5 21174,7.2500,,S,,,
"Pernot, Mr. Rene",0,0,,0,0,Second,SC/PARIS 2131,15.0500,,C,,,
"Perreault, Miss. Anne",1,1,30,0,0,First,12749,93.5000,B73,S,3,,
"Persson, Mr. Ernst Ulrik",1,0,25,1,0,Third,347083,7.7750,,S,15,,
"Peruschitz, Rev. Joseph Maria",0,0,41,0,0,Second,237393,13.0000,,S,,,
"Peter, Master. Michael J",1,0,,1,1,Third,2668,22.3583,,C,C,,
"Peter, Miss. Anna",1,1,,1,1,Third,2668,22.3583,F E69,C,D,,
"Peter, Mrs. Catherine (Catherine Rizk)",1,1,,0,2,Third,2668,22.3583,,C,D,,
"Peters, Miss. Katie",0,1,,0,0,Third,330935,8.1375,,Q,,,
"Petersen, Mr. Marius",0,0,24,0,0,Third,342441,8.0500,,S,,,
"Petranec, Miss. Matilda",0,1,28,0,0,Third,349245,7.8958,,S,,,
"Petroff, Mr. Nedelio",0,0,19,0,0,Third,349212,7.8958,,S,,,
"Petroff, Mr. Pastcho (""Pentcho"")",0,0,,0,0,Third,349215,7.8958,,S,,,
"Petterson, Mr. Johan Emil",0,0,25,1,0,Third,347076,7.7750,,S,,,
"Pettersson, Miss. Ellen Natalia",0,1,18,0,0,Third,347087,7.7750,,S,,,
"Peuchen, Major. Arthur Godfrey",1,0,52,0,0,First,113786,30.5000,C104,S,6,,"Toronto, ON"
"Phillips, Miss. Alice Frances Louisa",1,1,21,0,1,Second,S.O./P.P. 2,21.0000,,S,12,,"Ilfracombe, Devon"
"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",1,1,19,0,0,Second,250655,26.0000,,S,11,,"Worcester, England"
"Phillips, Mr. Escott Robert",0,0,43,0,1,Second,S.O./P.P. 2,21.0000,,S,,,"Ilfracombe, Devon"
"Pickard, Mr. Berk (Berk Trembisky)",1,0,32,0,0,Third,SOTON/O.Q. 392078,8.0500,E10,S,9,,
"Pinsky, Mrs. (Rosa)",1,1,32,0,0,Second,234604,13.0000,,S,9,,Russia
"Plotcharsky, Mr. Vasil",0,0,,0,0,Third,349227,7.8958,,S,,,
"Pokrnic, Mr. Mate",0,0,17,0,0,Third,315095,8.6625,,S,,,
"Pokrnic, Mr. Tome",0,0,24,0,0,Third,315092,8.6625,,S,,,
"Ponesell, Mr. Martin",0,0,34,0,0,Second,250647,13.0000,,S,,,"Denmark / New York, NY"
"Portaluppi, Mr. Emilio Ilario Giuseppe",1,0,30,0,0,Second,C.A. 34644,12.7375,,C,14,,"Milford, NH"
"Porter, Mr. Walter Chamberlain",0,0,47,0,0,First,110465,52.0000,C110,S,,207,"Worcester, MA"
"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",1,1,56,0,1,First,11767,83.1583,C50,C,7,,"Mt Airy, Philadelphia, PA"
"Pulbaum, Mr. Franz",0,0,27,0,0,Second,SC/PARIS 2168,15.0333,,C,,,Paris
"Quick, Miss. Phyllis May",1,1,2,1,1,Second,26360,26.0000,,S,11,,"Plymouth, Devon / Detroit, MI"
"Quick, Miss. Winifred Vera",1,1,8,1,1,Second,26360,26.0000,,S,11,,"Plymouth, Devon / Detroit, MI"
"Quick, Mrs. Frederick Charles (Jane Richards)",1,1,33,0,2,Second,26360,26.0000,,S,11,,"Plymouth, Devon / Detroit, MI"
"Radeff, Mr. Alexander",0,0,,0,0,Third,349223,7.8958,,S,,,
"Rasmussen, Mrs. (Lena Jacobsen Solvang)",0,1,,0,0,Third,65305,8.1125,,S,,,
"Razi, Mr. Raihed",0,0,,0,0,Third,2629,7.2292,,C,,,
"Reed, Mr. James George",0,0,,0,0,Third,362316,7.2500,,S,,,
"Reeves, Mr. David",0,0,36,0,0,Second,C.A. 17248,10.5000,,S,,,"Brighton, Sussex"
"Rekic, Mr. Tido",0,0,38,0,0,Third,349249,7.8958,,S,,,
"Renouf, Mr. Peter Henry",0,0,34,1,0,Second,31027,21.0000,,S,12,,"Elizabeth, NJ"
"Renouf, Mrs. Peter Henry (Lillian Jefferys)",1,1,30,3,0,Second,31027,21.0000,,S,,,"Elizabeth, NJ"
"Reuchlin, Jonkheer. John George",0,0,38,0,0,First,19972,0.0000,,S,,,"Rotterdam, Netherlands"
"Reynaldo, Ms. Encarnacion",1,1,28,0,0,Second,230434,13.0000,,S,9,,Spain
"Reynolds, Mr. Harold J",0,0,21,0,0,Third,342684,8.0500,,S,,,
